Flaeche;BaumNr;Gattung;Art;Sorte;NameDeutsch;Hoehe;Schirmdurchmesser;Stammumfang;Typ;XPos;YPos;lon;lat
175;007;Pinus;nigra; -;Schwarz-Kiefer;17;7;160;N;72633;349202;14,3110885851237;48,2769321921813
175;020;Quercus;robur; -;Stiel-Eiche;14;5;110;L;72621;349190;14,3109332252901;48,2768228642111
175;023;Quercus;robur; -;Stiel-Eiche;17;6;150;L;72622;349200;14,3109457167020;48,2769173420400
175;024;Quercus;robur; -;Stiel-Eiche;20;7;120;L;72622;349206;14,3109449870413;48,2769726707800
171;165;Quercus;robur; -;Stiel-Eiche;17;10;112;L;71271;352864;14,2933553083922;48,3100149016665
501;002;Quercus;robur; -;Stiel-Eiche;4;1;15;L;68747;354617;14,2596246351243;48,3260584841427
212;072;Tsuga;canadensis; -;Kanadische Hemlocktanne;12;9;85;N;71115;352762;14,2912405875718;48,3091122571477
5070;002;Prunus;avium; -;Vogel-Kirsche;10;6;110;L;72940;348824;14,3151641410266;48,2734957138302
5070;003;Prunus;avium; -;Vogel-Kirsche;10;5;100;L;72945;348807;14,3152271853585;48,2733440809177
1025;028a;Malus;Hybr.;Profusion (M.moerlandsii);"Zier-Apfel ""Profusion"" (rot gef¸llt)";3;1;17;L;70352;352655;14,2809364857537;48,3082411036463
214;370;Fraxinus;excelsior; -;Gemeine Esche;14;9;112;L;71312;353120;14,2939617394835;48,3123126808019
312;013;Malus;Zierform; -;Zier-Apfel;7;7;108;L;71663;352100;14,2985145618776;48,3031007389351
565;031a;Pinus;wallichiana; -;Tr‰nen-Kiefer;3;1;16;N;70584;353544;14,2842082102204;48,3162084961210
140;103;Liriodendron;tulipifera; -;Tulpenbaum;7;5;60;L;71821;349083;14,3001374548329;48,2759519322035
140;117;Liriodendron;tulipifera; -;Tulpenbaum;8;3;60;L;71938;349139;14,3017160055026;48,2764416069084
140;118;Liriodendron;tulipifera; -;Tulpenbaum;7;3;50;L;71947;349140;14,3018356236827;48,2764550196974
140;119;Liriodendron;tulipifera; -;Tulpenbaum;7;3;40;L;71951;349140;14,3018932082829;48,2764563206739
261;072;Carpinus;betulus; -;Hainbuche;8;4;42;L;72759;346294;14,3122878422851;48,2507655369674
206;007;Ailanthus;altissima; -;Gˆtterbaum;10;7;170;L;71727;349267;14,2989030959814;48,2776187082579
206;010;Magnolia;kobus; -;Baum-Magnolie (weiﬂ);7;6;60;L;71702;349248;14,2985558715892;48,2774556426615
176;002;Acer;sp.; -;Ahorn;5;2;20;L;72446;350864;14,3088626015203;48,2918996690987
288;012;Acer;platanoides;Columnare;S‰ulen-Spitz-Ahorn;7;2;68;L;73328;346864;14,3200562499473;48,2558334106338
176;003;Acer;sp.; -;Ahorn;5;2;19;L;72436;350867;14,3087263886143;48,2919268905618
301;009;Betula;pendula; -;Weiﬂ-Birke;18;8;115;L;73814;344710;14,3262226563722;48,2364071466265
300;039;Magnolia;kobus; -;Baum-Magnolie (weiﬂ);17;11;120;L;74071;345369;14,3297877228817;48,2422998480067
5105;074a;Pinus;sylvestris; -;Gemeine Kiefer / Weiﬂfˆhre;2;1;13;N;72558;349884;14,3101946888793;48,2830721714912
460;074;Aesculus;hippocastanum; -;Gemeine Rosskastanie;4;1;15;L;74244;345275;14,3321042945898;48,2414350414031
447;035;Acer;sp.; -;Ahorn;8;2;31;L;77713;346480;14,3790233297332;48,2518564696597
219;050;Picea;abies; -;Gemeine Fichte;0;3;0;N;72538;346145;14,3092867573825;48,2494519153377
284;041;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;12;6;110;L;73441;346787;14,3215580150803;48,2551244425249
230;001;Acer;platanoides; -;Spitz-Ahorn;10;8;85;L;74010;345543;14,3290004638739;48,2438700845432
230;002;Acer;platanoides;Columnare;S‰ulen-Spitz-Ahorn;8;3;53;L;74048;345593;14,3295167591116;48,2443165457181
224;008;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;6;3;29;L;72839;346531;14,3134086397267;48,2528906647247
164;007;Acer;platanoides; -;Spitz-Ahorn;8;3;20;L;71735;348292;14,2988381051553;48,2688507245350
174;011;Tilia;cordata; -;Winter-Linde;8;5;25;L;71414;349018;14,2946334668253;48,2754173996631
175;001;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;15;6;150;L;72657;349233;14,3114151804063;48,2772122814888
201;061;Quercus;sp.; -;Eiche;16;8;130;L;70611;347943;14,2836407923463;48,2658359162833
597;002;Tilia;cordata; -;Winter-Linde;6;1;28;L;68535;354289;14,2567053689647;48,3231335083445
689;021;Sorbus;aucuparia; -;Eberesche;5;3;38;L;70679;355181;14,2857701834073;48,3309120050725
214;451a;Catalpa;bignonioides; -;Trompetenbaum;7;4;36;L;71419;353254;14,2954144974368;48,3135044950642
214;453;Fagus;sylvatica; -;Rotbuche;20;16;260;L;71403;353255;14,2952044390310;48,3135195985988
606;027;Corylus;colurna; -;Baumhasel;5;1;29;L;69960;353564;14,2758040299508;48,3164545798062
538;001a;Acer;campestre; -;Feld-Ahorn;11;5;84;L;70239;354206;14,2796743970208;48,3221920512356
538;002;Acer;campestre; -;Feld-Ahorn;13;6;90;L;70227;354206;14,2795157676502;48,3221955129761
261;073;Acer;campestre; -;Feld-Ahorn;10;4;38;L;72764;346287;14,3123520166119;48,2507086448857
176;018;Acer;sp.; -;Ahorn;4;1;21;L;72363;350899;14,3077411839935;48,2922243515555
435;003;Betula;pendula; -;Weiﬂ-Birke;20;4;54;L;73792;345183;14,3260011477552;48,2406648882762
92;040a;Juglans;regia; -;Walnuss;7;7;46;L;72601;353025;14,3113173522327;48,3113131498466
175;017;Quercus;robur; -;Stiel-Eiche;14;5;90;L;72640;349185;14,3111819741033;48,2767820889153
171;174;Quercus;robur; -;Stiel-Eiche;11;6;74;L;71327;352914;14,2941231218492;48,3104578707647
510;004;Fagus;sylvatica; -;Rotbuche;10;8;63;L;68639;354530;14,2581499616160;48,3252840637025
140;1b;Amelanchier;lamarckii; -;Kupfer - Felsenbirne;7;5;25;L;72108;349145;14,3040121977372;48,2764780431415
140;1d;Ginkgo;biloba; -;Ginkgo;17;8;190;L;72098;349147;14,3038811687175;48,2764957355812
510;026;Fagus;sylvatica; -;Rotbuche;11;7;57;L;68663;354522;14,2584737164332;48,3252116835775
510;028;Fagus;sylvatica; -;Rotbuche;9;5;60;L;68662;354528;14,2584590839466;48,3252645103010
510;031;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;5;4;33;L;68669;354533;14,2585589090890;48,3253060257099
195;531;Crataegus;sp.; -;Weiﬂdorn;12;10;246;L;71567;353431;14,2974425869531;48,3150798770344
5062;001;Tilia;cordata; -;Winter-Linde;12;6;100;L;71705;348253;14,2984327894398;48,2685001216905
5070;001;Ailanthus;altissima; -;Gˆtterbaum;12;6;125;L;72937;348836;14,3151234658713;48,2736055155956
5111;001;Quercus;robur;Fastigiata;S‰ulen-Eiche;7;3;60;L;72745;349836;14,3127113693158;48,2826185177819
5111;002;Quercus;robur;Fastigiata;S‰ulen-Eiche;9;2;65;L;72747;349824;14,3127318119432;48,2825163568340
5111;003;Quercus;robur;Fastigiata;S‰ulen-Eiche;9;3;70;L;72751;349801;14,3127861131658;48,2823082554148
669;010;Pinus;nigra; -;Schwarz-Kiefer;7;6;87;N;70868;355094;14,2883064342393;48,3301123062046
669;012;Picea;omorika; -;Serbische Fichte;3;1;15;N;70881;355109;14,2884725652569;48,3302422854215
214;346;Thuja;occidentalis; -;Abendl‰ndischer Lebensbaum;7;4;105;N;71235;353007;14,2929038229485;48,3113005215680
214;347;Phellodendron;amurense; -;Amur-Korkbaum;7;7;80;L;71238;353009;14,2929394259232;48,3113220783644
1466;005;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;7;1;21;L;71610;351337;14,2976765367873;48,2962489450864
859;022;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;11;4;48;L;71392;351662;14,2947932260480;48,2991970068949
371;001;Magnolia;kobus; -;Baum-Magnolie (weiﬂ);8;8;93;L;71515;351693;14,2964467978138;48,2994593162835
768;009;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;11;6;74;L;71316;351493;14,2937412399427;48,2976826275784
1165;023;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;29;L;71891;353062;14,3017494104894;48,3117244134519
1165;024;Acer;platanoides;Globosum;Kugel-Ahorn;3;2;27;L;71889;353064;14,3017203964498;48,3117463695377
259;001;Corylus;colurna; -;Baumhasel;5;3;41;L;73461;346581;14,3217917041962;48,2532698216446
259;002;Corylus;colurna; -;Baumhasel;5;3;44;L;73445;346576;14,3215780198065;48,2532233447781
382;002;Fraxinus;ornus; -;Blumen-Esche;6;2;25;L;70854;345794;14,2865589673587;48,2464887417799
544;008a;Fagus;sylvatica;Dawyck;S‰ulen-Buche;4;1;13;L;69559;353552;14,2704007218112;48,3163909795303
1509;012;Prunus;sp.; -;Kirsche;2;2;32;L;76503;347248;14,3628717334463;48,2589069944907
140;069;Liriodendron;tulipifera; -;Tulpenbaum;12;7;80;L;71678;348741;14,2981555640256;48,2728945847759
1509;014;Prunus;sp.; -;Kirsche;2;2;31;L;76493;347255;14,3627299846864;48,2589721134261
295;028;Gleditsia;triacanthos;Shademaster;Dornenlose Gleditschie;5;3;21;L;73023;346741;14,3159242062855;48,2547583720908
261;037;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;10;7;100;L;72285;345952;14,3058513050891;48,2477467105489
261;038;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;10;8;100;L;72292;345955;14,3059428742051;48,2477766239316
261;041;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;3;2;100;L;72307;345965;14,3061547387358;48,2478604026378
140;085;Liriodendron;tulipifera; -;Tulpenbaum;12;6;700;L;71738;348919;14,2989819588262;48,2744854927814
175;018;Quercus;robur; -;Stiel-Eiche;15;5;110;L;72628;349182;14,3110264168447;48,2767560440109
636;020;Betula;pendula; -;Weiﬂ-Birke;10;3;46;L;68460;354417;14,2557216350284;48,3242850102523
212;062;Quercus;robur; -;Stiel-Eiche;9;4;42;L;71128;352764;14,2914200285626;48,3091305959753
665;004;Liriodendron;tulipifera; -;Tulpenbaum;5;1;30;L;72743;355084;14,3135855041931;48,3298131259198
665;005;Liriodendron;tulipifera; -;Tulpenbaum;6;3;40;L;72739;355105;14,3135322878762;48,3299980611858
665;038;Taxus;baccata; -;Gemeine Eibe;5;5;100;N;72674;355411;14,3127124365318;48,3327574876207
665;045;Crataegus;monogyna; -;Eingriffliger Weiﬂdorn;5;5;84;L;72661;355477;14,3125424062428;48,3333525806191
563;104;Salix;alba;Liempde;Kegel-Silberweide;5;2;21;L;70952;353137;14,2891045099933;48,3125041542156
140;040;Liriodendron;tulipifera; -;Tulpenbaum;12;5;110;L;71726;348937;14,2988251426071;48,2746486843117
703;053b;Fraxinus;excelsior; -;Gemeine Esche;8;2;32;L;70755;351699;14,2862118985202;48,2995929022295
51;087;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;10;8;64;L;71784;352413;14,3001946262942;48,3059001087044
248;029;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;11;11;160;L;73667;346265;14,3245114361366;48,2504031762570
539;005;Koelreuteria;paniculata; -;Blasenbaum;6;11;113;L;70222;353298;14,2792883412125;48,3140360320053
1407;152;Acer;campestre; -;Feld-Ahorn;6;3;19;L;71533;348333;14,2961288401089;48,2692417924232
288;023;Tilia;sp.;-;Linde;6;1;37;L;73203;346793;14,3183509007691;48,2552017011340
1189;010;Quercus;sp.; -;Eiche;5;1;23;L;76460;347576;14,3623483208265;48,2618602319613
290;727;Fraxinus;excelsior; -;Gemeine Esche;6;2;21;L;72855;355985;14,3152433935448;48,3378941020955
290;728;Fraxinus;excelsior; -;Gemeine Esche;6;3;24;L;72853;355973;14,3152234423666;48,3377944417848
410;070;Carpinus;betulus; -;Hainbuche;8;5;180;L;71066;347576;14,2897176203014;48,2624881921688
410;073;Fagus;sylvatica; -;Rotbuche;8;3;40;L;71067;347572;14,2897257601903;48,2624481608263
410;099;Fagus;sylvatica; -;Rotbuche;6;6;43;L;71072;347688;14,2898167061631;48,2634909754920
410;101;Fagus;sylvatica; -;Rotbuche;6;5;90;L;71072;347681;14,2898084790819;48,2634359908270
410;113;Quercus;rubra; -;Amerikanische Rot-Eiche;12;11;110;L;71086;347640;14,2899900677797;48,2630588410016
410;115;Fagus;sylvatica; -;Rotbuche;10;4;65;L;71085;347629;14,2899813954915;48,2629645023702
410;116;Fagus;sylvatica; -;Rotbuche;10;6;58;L;71089;347627;14,2900256085425;48,2629479336564
184;018;Quercus;robur; -;Stiel-Eiche;14;8;89;L;70876;352619;14,2879892845972;48,3078593077351
184;037;Aesculus;hippocastanum; -;Gemeine Rosskastanie;17;10;148;L;71019;352692;14,2899342600616;48,3084961978788
191;353;Malus;Zierform; -;Zier-Apfel;4;6;120;L;71237;353038;14,2929268508819;48,3115795733608
580;003;Fraxinus;excelsior; -;Gemeine Esche;8;6;73;L;71265;353960;14,2934623377492;48,3198692159828
580;004;Sorbus;sp.; -;Mehl-/Vogelbeere;7;6;85;L;71270;353968;14,2935383118786;48,3199394095475
5111;007;Betula;sp.; -;Birke;14;7;90;L;72771;349723;14,3130421785366;48,2816003735800
665;042;Sorbus;aria; -;Echte Mehlbeere;5;6;68;L;72665;355442;14,3125918285411;48,3330358272895
492;074a;Tilia;cordata; -;Winter-Linde;6;3;25;L;69474;351345;14,2688848802498;48,2965527313435
492;070a;Tilia;cordata; -;Winter-Linde;6;3;25;L;69461;351362;14,2687096627300;48,2967098543058
5032;001;Pyrus;communis; -;Kulturbirne;11;8;145;L;68769;352492;14,2595683590027;48,3069456783542
5032;002;Pyrus;communis; -;Kulturbirne;13;11;140;L;68787;352484;14,2598104221754;48,3068699715296
5032;003;Pyrus;communis; -;Kulturbirne;14;13;245;L;69073;352413;14,2636521861027;48,3062031437948
988;001a;Pinus;nigra; -;Schwarz-Kiefer;8;6;90;N;70345;351965;14,2807230686448;48,3020317493234
5010;001;Acer;pseudoplatanus; -;Berg-Ahorn;15;10;195;L;69609;351660;14,2707591662102;48,2993684626497
475;023b;Tilia;platyphyllos; -;Sommer-Linde;6;2;20;L;70622;352138;14,2844871102992;48,3035555158234
475;025b;Tilia;platyphyllos; -;Sommer-Linde;5;2;20;L;70632;352126;14,2846269062737;48,3034490721782
5055;003;Paulownia;tomentosa; -;Blauglockenbaum;9;8;104;L;72256;353215;14,3066989796487;48,3130591092195
1163;002;Carpinus;betulus; -;Hainbuche;12;6;63;L;72107;352448;14,3045577381386;48,3061796448758
140;022;Liriodendron;tulipifera; -;Tulpenbaum;4;3;20;L;71866;349130;14,3007509370475;48,2763737334979
140;023;Betula;pendula; -;Weiﬂ-Birke;12;5;100;L;71859;349125;14,3006467291871;48,2763265301790
703;047a;Prunus;sp.; -;Kirsche;5;4;37;L;70730;351699;14,2858749898339;48,2995982549259
250;007;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;4;1;16;L;73046;355175;14,3176778617377;48,3305944367017
51;086;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;11;8;86;L;71785;352402;14,3002127426848;48,3058036536595
531;002;Tilia;sp.;-;Linde;12;8;123;L;70012;353152;14,2764378052451;48,3127414605571
261;069;Acer;platanoides; -;Spitz-Ahorn;8;4;42;L;72762;346305;14,3123277955569;48,2508684669874
261;071;Carpinus;betulus; -;Hainbuche;8;4;40;L;72764;346298;14,3123566083165;48,2508039003758
150;008;Magnolia;kobus; -;Baum-Magnolie (weiﬂ);10;6;120;L;72637;349324;14,3111652230644;48,2780278039861
176;017;Acer;sp.; -;Ahorn;4;1;20;L;72362;350893;14,3077348461180;48,2921710814437
305;009;Pinus;sylvestris; -;Gemeine Kiefer / Weiﬂfˆhre;10;8;78;N;72591;346171;14,3100042518638;48,2496857642043
1407;188a;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;2;5;25;L;71542;348295;14,2962476057550;48,2689026976226
129;073c;Metasequoia;glyptostroboides; -;Chinesisches Rotholz;7;3;30;N;72258;349147;14,3060244960341;48,2764834074670
842;011;Quercus;frainetto; -;Ungarische Eiche;11;10;100;L;73578;344828;14,3230619497806;48,2374921060328
129;025;Parrotia;persica; -;Eisenholzbaum;5;6;20;L;72275;349144;14,3062534128573;48,2764502937600
265;017;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;9;8;76;L;71970;346128;14,3016450717906;48,2493671027270
265;006;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;10;8;78;L;71936;346348;14,3012164469898;48,2513504148530
265;004;Platanus;hispanica;  -;Ahornbl‰ttrige-Platane;8;8;81;L;71928;346372;14,3011154352600;48,2515653169842
510;042;Fagus;sylvatica; -;Rotbuche;13;7;73;L;68690;354537;14,2588389027306;48,3253379295098
214;429;Acer;platanoides; -;Spitz-Ahorn;13;10;122;L;71380;353205;14,2948868638733;48,3130716325356
214;444;Sequoiadendron;giganteum; -;Riesenmammutbaum;20;14;330;N;71393;353220;14,2950601171637;48,3131994183796
214;449;Castanea;sativa; -;Edelkastanie;8;7;87;L;71419;353239;14,2954181183510;48,3133709218133
214;456;Picea;omorika; -;Serbische Fichte;10;4;65;N;71399;353242;14,2951452860637;48,3134017962706
595;008;Tilia;sp.;-;Linde;9;3;45;L;69523;353599;14,2699221819876;48,3168209598876
606;028;Corylus;colurna; -;Baumhasel;17;2;150;L;69944;353567;14,2755888284520;48,3164833174410
606;031;Corylus;colurna; -;Baumhasel;13;5;116;L;69902;353575;14,2750239439657;48,3165598758028
606;032;Quercus;robur; -;Stiel-Eiche;13;5;96;L;69886;353573;14,2748079167514;48,3165436528085
595;011;Sorbus;aria; -;Echte Mehlbeere;3;1;11;L;69512;353610;14,2697679409512;48,3169129800823
703;053a;Fraxinus;excelsior; -;Gemeine Esche;8;2;31;L;70748;351697;14,2861140873596;48,2995800046046
525;148;Acer;campestre; -;Feld-Ahorn;6;3;37;L;70744;352927;14,2862667172547;48,3106360908076
525;150;Acer;campestre; -;Feld-Ahorn;8;3;50;L;70756;352939;14,2864367821610;48,3107461731669
525;151;Ulmus;sp.; -;Ulme;15;5;74;L;70764;352947;14,2865359637364;48,3108131350892
525;169;Acer;campestre; -;Feld-Ahorn;4;3;48;L;70969;353260;14,2893526957102;48,3136052872540
525;170;Acer;campestre; -;Feld-Ahorn;4;3;50;L;70976;353258;14,2894548692364;48,3135929974595
525;173;Acer;campestre; -;Feld-Ahorn;6;4;48;L;70989;353280;14,2896345891029;48,3137839337390
527;011;Quercus;robur;Fastigiata;S‰ulen-Eiche;20;4;91;L;70843;353263;14,2876610711220;48,3136540083870
256;006;Malus;Zierform; -;Zier-Apfel;6;2;37;L;72710;346276;14,3116276711655;48,2506092086668
140;074b;Liriodendron;tulipifera; -;Tulpenbaum;6;2;25;L;71714;348811;14,2986494979348;48,2735193139963
140;076;Liriodendron;tulipifera; -;Tulpenbaum;10;4;90;L;71725;348860;14,2988051524286;48,2739641044596
229;003a;Quercus;robur;Fastigiata;S‰ulen-Eiche;4;1;10;L;72506;346158;14,3088614459697;48,2495781966304
487;056;Tilia;cordata; -;Winter-Linde;28;12;250;L;70104;352003;14,2774823912239;48,3024022531325
381;027a;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;8;3;78;L;71180;345463;14,2908923735717;48,2434760579658
174;003;Tilia;cordata; -;Winter-Linde;8;5;25;L;71407;349077;14,2945622036887;48,2759458075929
203;20a;Pterocarya;sp.; -;Fl¸gelnuss;15;10;200;L;70988;348735;14,2888586976309;48,2729185441669
92;020a;Betula;pendula; -;Weiﬂ-Birke;20;11;176;L;72576;353056;14,3109806109535;48,3115918288013
174;013;Acer;campestre; -;Feld-Ahorn;14;7;135;L;71410;349013;14,2945916132218;48,2753713489811
174;014;Acer;campestre; -;Feld-Ahorn;17;9;150;L;71409;349010;14,2945750412956;48,2753429335420
465;060;Acer;pseudoplatanus; -;Berg-Ahorn;10;6;60;L;68551;354481;14,2569519743887;48,3248578749639
465;061;Carpinus;betulus; -;Hainbuche;7;6;57;L;68553;354485;14,2569915190937;48,3248902233221
465;062;Picea;abies; -;Gemeine Fichte;8;4;47;N;68554;354489;14,2569943064474;48,3249213812019
465;065;Ulmus;minor (=U.carpinifolia); -;Feld-Ulme;8;3;29;L;68555;354497;14,2570078729816;48,3249947687576
665;044a;Sorbus;aria; -;Echte Mehlbeere;5;2;78;L;72670;355420;14,3126536138781;48,3328345471524
665;023;Sorbus;aria; -;Echte Mehlbeere;5;6;109;L;72692;355323;14,3129314215522;48,3319656626482
415;001;Acer;sp.; -;Ahorn;5;3;29;L;70259;351061;14,2794254694581;48,2939125326152
563;093;Salix;alba;Liempde;Kegel-Silberweide;6;2;20;L;70906;353067;14,2884710429606;48,3118792825192
1407;285a;Tilia;tomentosa;Brabant;Brabanter Silber-Linde;4;1;16;L;71564;348190;14,2965270970197;48,2679578364605
1057;025;Liriodendron;tulipifera;Fastigiata;S‰ulen-Tulpenbaum;2;1;10;L;71432;348970;14,2948806530138;48,2749862901884
140;026e;Liriodendron;tulipifera; -;Tulpenbaum;7;3;60;L;71797;349077;14,2998052739680;48,2759042885597
859;020;Carpinus;betulus;Fastigiata;S‰ulen-Hainbuche;11;6;62;L;71422;351675;14,2952004663992;48,2993028136280
362;010;Betula;ermanii; -;Gold-Birke;9;5;50;L;72050;352293;14,3037643999597;48,3047934833132
665;015a;Quercus;cerris; -;Zerr-Eiche;4;1;13;L;72709;355234;14,3131490345466;48,3311658729028
51;002b;Paulownia;tomentosa; -;Blauglockenbaum;9;6;81;L;71549;352995;14,2971290981397;48,3111610439597
245;204;Pinus;sylvestris; -;Gemeine Kiefer / Weiﬂfˆhre;13;9;203;N;73306;346389;14,3196692542667;48,2515601736550
140;134;Liriodendron;tulipifera; -;Tulpenbaum;14;5;90;L;72073;349133;14,3035296890617;48,2763725438168
288;007;Acer;platanoides; -;Spitz-Ahorn;8;2;78;L;73381;346892;14,3207684580534;48,2560783125826
288;009;Acer;platanoides; -;Spitz-Ahorn;8;8;73;L;73365;346874;14,3205494817616;48,2559177766061
1407;090;Malus;pumila; -;Zier-Apfel / Filz-Apfel;6;3;24;L;71456;348465;14,2951074610981;48,2704388740873
288;021;Acer;platanoides;Columnare;S‰ulen-Spitz-Ahorn;8;2;57;L;73219;346806;14,3185763250801;48,2553201052076
5119;002;Betula;pendula; -;Weiﬂ-Birke;12;5;102;L;72304;346465;14,3061975933490;48,2523593375908
435;002;Betula;pendula; -;Weiﬂ-Birke;11;4;54;L;73787;345181;14,3259380838218;48,2406435779369
65;288;Quercus;robur; -;Stiel-Eiche;12;6;100;L;71409;352987;14,2952359696434;48,3111026162248
65;290;Quercus;robur; -;Stiel-Eiche;8;4;41;L;71415;352994;14,2953227911397;48,3111673270003
450;005;Corylus;colurna; -;Baumhasel;4;3;40;L;74075;345198;14,3298113845561;48,2407597815822
450;006;Corylus;colurna; -;Baumhasel;0;2;0;L;74066;345202;14,3296973339337;48,2408000122802
450;007;Corylus;colurna; -;Baumhasel;0;2;0;L;74060;345204;14,3296231665003;48,2408195321278
450;008;Sorbus;sp.; -;Mehl-/Vogelbeere;0;3;0;L;74054;345206;14,3295364990528;48,2408373753225
450;012;Corylus;colurna; -;Baumhasel;0;1;0;L;74028;345213;14,3291877325711;48,2409033414648
174;018;Carpinus;betulus; -;Hainbuche;17;5;110;L;71412;349004;14,2946123082582;48,2752867055064
195;539;Quercus;cerris; -;Zerr-Eiche;19;12;161;L;71571;353453;14,2974979413827;48,3152731984963
665;009;Taxus;baccata; -;Gemeine Eibe;6;5;94;N;72720;355191;14,3132899182576;48,3307717562331
