Anlage;Name;Bereich;Bezirksnummer;Bezirksname;Stadtteil;Art;URL;Koordinaten;Straße;Postleitzahl;Ort;Koordinate Nord;Koordinate Ost;Google-Maps Link
Spielanlage;Kinderspielplatz - Unterhalb der Kaisereiche;Freinberg;9;Froschberg;Freinberg, Bauernberg und Froschberg;Kinderspielplatz (0-6 Jahre);https://www.linz.at/soziales/5860.php;POINT (14.266794 48.302912);;;;48 302 912;14 266 794;https://www.google.at/maps/place/48.302912,14.266794
Spielanlage;Kinderspielplatz - Wasserreservoir Freinberg ;Freinberg;9;Froschberg;Freinberg, Bauernberg und Froschberg;Kinderspielplatz (0-6 Jahre) ;https://www.linz.at/soziales/5857.php;;;;;48 301 405;14 264 434;https://www.google.at/maps/place/48.301405,14.264434
Spielanlage;Kinder- und Jugendspielplatz Winklerwald;Winklerwald;9;Froschberg;Freinberg, Bauernberg und Froschberg;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5737.php;POINT (14.279253 48.284105);Hofmeindlweg 14;4020;Linz;48 284 581;14 277 706;https://www.google.at/maps/place/48.284581,14.277706
Spielanlage;Kinder- und Jugendspielplatz Ziegeleipark;Ziegeleipark;9;Froschberg;Freinberg, Bauernberg und Froschberg;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5734.php;POINT (14.285286 48.289721);;;;48 289 784;14 284 194;https://www.google.at/maps/place/48.289784,14.284194
Spielanlage;Kinder- und Jugendspielplatz Andreas-Hofer-Park;Andreas-Hofer-Park;8;Bulgariplatz;Zentrum;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5779.php;POINT (14.296833 48.286778);;;;48 286 920;14 296 730;https://www.google.at/maps/place/48.286920,14.296730
Spielanlage;Kinder- und Jugendspielplatz Cremeristraße;Cremeristraße;7;Franckviertel;Franckviertel;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5887.php;POINT (14.313727 48.297127);;;;48 297 127;14 313 727;https://www.google.at/maps/place/48.297127,14.313727
Spielanlage;Kinder- und Jugendspielplatz Darrgutstraße;Darrgutstraße;6;Kaplanhof;Zentrum;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5776.php;POINT (14.308225 48.301238);;;;48 301 238;14 308 225;https://www.google.at/maps/place/48.301238,14.308225
Spielanlage;Kinder- und Jugendspielplatz Ginzkeystraße;Ginzkeystraße;7;Franckviertel;Franckviertel;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5884.php;POINT (14.311 48.29314);;;;48 293 140;14 310 998;https://www.google.at/maps/place/48.293140,14.310998
Spielanlage;Kinder- und Jugendspielplatz - Sternpark ;Ing.-Stern-Straße;7;Franckviertel;Franckviertel;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5881.php;POINT (14.31612 48.297529);;;;48 297 671;14 315 700;https://www.google.at/maps/place/48.297671,14.315700
Spielanlage;Kinderspielplatz Lonstorferplatz;Lonstorferplatz;7;Franckviertel;Franckviertel;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5890.php;POINT (14.314199 48.293615);;;;48 293 615;14 314 199;https://www.google.at/maps/place/48.293615,14.314199
Spielanlage;Kinder- und Jugendspielplatz Poschacherwiese;Poschacherstraße;8;Bulgariplatz;Zentrum;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5680.php;POINT (14.305279 48.285147);;;;48 285 067;14 304 917;https://www.google.at/maps/place/48.285067,14.304917
Spielanlage;Kinder- und Jugendspielplatz Starhembergstraße;Starhembergstraße;1;Innere Stadt;Zentrum;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5668.php;POINT (14.300399 48.297959);Starhembergstraße 64;4020;Linz;48 297 959;14 300 399;https://www.google.at/maps/place/48.297959,14.300399
Spielanlage;Kinder- und Jugendspielplatz Südbahnhof;Südbahnhof;1;Innere Stadt;Zentrum;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5665.php;POINT (14.300473 48.30187);;;;4 830 187;14 300 473;https://www.google.at/maps/place/48.30187,14.300473
Spielanlage;Kinder- und Jugendspielplatz Volksgarten;Volksgarten;1;Innere Stadt;Zentrum;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5662.php;POINT (14.291455 48.295335);;;;48 295 085;14 291 092;https://www.google.at/maps/place/48.295085,14.291092
Spielanlage;Jugendspielplatz Semmelweisstraße;Semmelweisstraße;6;Kaplanhof;Zentrum;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5631.php;;;;;48 305 061;14 312 864;https://www.google.at/maps/place/48.305061,14.312864
Spielanlage;Jugendsportanlage Bindermichl;Landschaftspark Bindermichl ;11;Spallerhof;Bindermichl/Spallerhof;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/40039.php;;;;;48 271 252;14 295 525;https://www.google.at/maps/place/48.271252,14.295525
Spielanlage;Kinderspielplatz mit Bewegungsgeräten;Landschaftspark Bindermichl ;11;Spallerhof;Bindermichl/Spallerhof;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/40039.php;;;;;48 270 501;14 295 650;https://www.google.at/maps/place/48.270501,14.295650
Spielanlage;Kinderspielplatz Bindermichl/Kleinkinderspielbereich Nord;Landschaftspark Bindermichl ;11;Spallerhof;Bindermichl/Spallerhof;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/40039.php;POINT (14.295222 48.27425);;;;48 274 300;14 295 008;https://www.google.at/maps/place/48.274300,14.295008
Spielanlage;Kinder- und Jugendspielplatz Bindermichl/Wasserspielbereich;Landschaftspark Bindermichl ;10;Bindermichl-Keferfeld;Bindermichl/Spallerhof;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/40039.php;;;;;48 269 473;14 295 527;https://www.google.at/maps/place/48.269473,14.295527
Spielanlage;Kinder- und Jugendspielplatz Bindermichl/Werndlpark;Werndlstraße;10;Bindermichl-Keferfeld;Bindermichl/Spallerhof;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5914.php;;;;;48 271 898;14 289 315;https://www.google.at/maps/place/48.271898,14.289315
Spielanlage;Kinder- und Jugendspielplatz Einfaltstraße;Einfaltstraße;11;Spallerhof;Bindermichl/Spallerhof ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5914.php;POINT (14.307417 48.270639);;;;48 270 639;14 307 417;https://www.google.at/maps/place/48.270639,14.307417
Spielanlage;Kinder- und Jugendspielplatz Glimpfingerstraße;Glimpfingerstraße;11;Spallerhof;Bindermichl/Spallerhof ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5911.php;POINT (14.298154 48.271717);;;;48 271 849;14 297 874;https://www.google.at/maps/place/48.271849,14.297874
Spielanlage;Jugendspielplatz Hauserhügel/Spielwiese;Hauserhügel/Spielwiese;10;Bindermichl-Keferfeld;Bindermichl/Spallerhof ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5899.php;POINT (14.295928 48.267959);;;;48 267 959;14 295 928;https://www.google.at/maps/place/48.267959,14.295928
Spielanlage;Jugendspielplatz Hummelhofstraße;Hummelhofstraße;10;Bindermichl-Keferfeld;Bindermichl/Spallerhof ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5896.php;POINT (14.292741 48.277608);;;;48 277 608;14 292 741;https://www.google.at/maps/place/48.277608,14.292741
Spielanlage;Kinder- und Jugendspielplatz Hummelhofwald;Hummelhofwald;10;Bindermichl-Keferfeld;Bindermichl/Spallerhof ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5908.php;POINT (14.292882 48.277967);;;;48 277 967;14 292 882;https://www.google.at/maps/place/48.277967,14.292882
Spielanlage;Kinderspielplatz Keferfeldstraße;Keferfeldstraße;10;Bindermichl-Keferfeld;Keferfeld/Oed;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5851.php;POINT (14.284417 48.274139);Keferfeldstraße 24;4020;Linz;48 274 139;14 284 417;https://www.google.at/maps/place/48.274139,14.284417
Spielanlage;Kinder- und Jugendspielplatz Kopernikusstraße;Kopernikusstraße;11;Spallerhof;Bindermichl/Spallerhof ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5905.php;POINT (14.29706 48.278022);;;;48 278 180;14 296 708;https://www.google.at/maps/place/48.278180,14.296708
Spielanlage;Kinderspielplatz Korefschule;Korefschule;10;Bindermichl-Keferfeld;Bindermichl/Spallerhof;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5650.php;POINT (14.2899 48.272649);;;;48 272 649;14 289 900;https://www.google.at/maps/place/48.272649,14.289900
Spielanlage;Kinder- und Jugendspielplatz Kremplstraße;Kremplstraße;11;Spallerhof;Bindermichl/Spallerhof;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5917.php;POINT (14.313102 48.274955);;;;48 274 955;14 313 102;https://www.google.at/maps/place/48.274955,14.313102
Spielanlage;Jugendspielplatz Panuliwiese;Panuliwiese;8;Bulgariplatz;Bindermichl/Spallerhof;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5749.php;POINT (14.304837 48.283173);;;;48 282 923;14 304 068;https://www.google.at/maps/place/48.282923,14.304068
Spielanlage;Kinder- und Jugendspielplatz Fischerwiese/Pollheimerstraße;Pollheimerstraße;10;Bindermichl-Keferfeld;Keferfeld/Oed;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5848.php;POINT (14.278705 48.276285);Landwiedstraße 13;4020;Linz;48 275 978;14 279 190;https://www.google.at/maps/place/48.275978,14.279190
Spielanlage;Jugendspielplatz Schiffmannstraße;Schiffmannstraße;10;Bindermichl-Keferfeld;Keferfeld/Oed;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5845.php;POINT (14.280556 48.267097);;;;48 267 097;14 280 556;https://www.google.at/maps/place/48.267097,14.280556
Spielanlage;Kinder- und Jugendspielplatz Spallerhof;Muldenstraße;11;Spallerhof;Bindermichl/Spallerhof;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5902.php;POINT (14.299333 48.274235);;;;48 274 235;14 299 333;https://www.google.at/maps/place/48.274235,14.299333
Spielanlage;Jugendspielplatz Wankmüllerhügel;Wankmüllerhügel;11;Spallerhof;Bindermichl/Spallerhof;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/44881.php;POINT (14.303296 48.280038);;;;48 280 038;14 303 296;https://www.google.at/maps/place/48.280038,14.303296
Spielanlage;Kinder- und Jugendspielplatz Afritschweg;Afritschweg;15;Ebelsberg;Ebelsberg/Pichling;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5767.php;POINT (14.334765 48.238319);;;;48 238 319;14 334 765;https://www.google.at/maps/place/48.238319,14.334765
Spielanlage;Jugendspielplatz Alleitenweg;Alleitenweg;13;Kleinmünchen-Auwiesen;Auwiesen/Kleinmünchen ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5926.php;POINT (14.305524 48.248273);;;;48 248 641;14 305 659;https://www.google.at/maps/place/48.248641,14.305659
Spielanlage;Kinder- und Jugendspielplatz Dauphinestraße;Dauphinestraße;13;Kleinmünchen-Auwiesen;Auwiesen/Kleinmünchen ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5947.php;POINT (14.320009 48.252287);;;;48 252 028;14 320 287;https://www.google.at/maps/place/48.252028,14.320287
Spielanlage;Kinderspielplatz Denkstraße;Denkstraße;13;Kleinmünchen-Auwiesen;Auwiesen/Kleinmünchen ;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5944.php;POINT (14.313313 48.254232);Denkstraße 47;4030;Linz;48 254 232;14 313 313;https://www.google.at/maps/place/48.254232,14.313313
Spielanlage;Jugendspielplatz Ebelsberg Treffpunkthaus Jugendsportanlage;Ebelsberg Treffpunkthaus Jugendsportanlage;15;Ebelsberg;Auwiesen/Kleinmünchen ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5628.php;POINT (14.329667 48.241444);;;;48 241 444;14 329 667;https://www.google.at/maps/place/48.241444,14.329667
Spielanlage;Kinderspielplatz Franz-Kurz-Straße;Franz-Kurz-Straße;13;Kleinmünchen-Auwiesen;Auwiesen/Kleinmünchen ;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5941.php;POINT (14.315586 48.254771);;;;48 254 771;14 315 586;https://www.google.at/maps/place/48.254771,14.315586
Spielanlage;Kinder- und Jugendspielplatz Karl-Steiger-Straße;Karl-Steiger-Straße;13;Kleinmünchen-Auwiesen;Auwiesen/Kleinmünchen ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5932.php;POINT (14.309071 48.250671);;;;48 250 734;14 309 503;https://www.google.at/maps/place/48.250734,14.309503
Spielanlage;Kinderspielplatz Löwenfeldvilla;Löwenfeldvilla;13;Kleinmünchen-Auwiesen;Ebelsberg/Pichling;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5938.php;POINT (14.311121 48.253676);Dauphinestraße 62;4030;Linz;48 253 942;14 311 001;https://www.google.at/maps/place/48.253942,14.311001
Spielanlage;Kinderspielplatz Marktmühlgasse;Marktmühlgasse;15;Ebelsberg;Ebelsberg/Pichling;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5770.php;POINT (14.327282 48.245389);;;;48 245 389;14 327 282;https://www.google.at/maps/place/48.245389,14.327282
Spielanlage;Jugendspielplatz Panholzerweg;Panholzerweg;15;Ebelsberg;Ebelsberg/Pichling;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5758.php;POINT (14.33082 48.25008);;;;48 250 080;14 330 820;https://www.google.at/maps/place/48.250080,14.330820
Spielanlage;Kinderspielplatz Schießstätte;Schießstätte;13;Kleinmünchen-Auwiesen;Ebelsberg/Pichling;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5935.php;POINT (14.325182 48.250318);;;;48 250 318;14 325 182;https://www.google.at/maps/place/48.250318,14.325182
Spielanlage;Jugendspielplatz Straßlandweg;Straßlandweg;13;Kleinmünchen-Auwiesen;Auwiesen/Kleinmünchen ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5923.php;POINT (14.31364 48.257287);;;;48 257 090;14 314 010;https://www.google.at/maps/place/48.257090,14.314010
Spielanlage;Kinderspielplatz Adolf-Dietel-Weg;Adolf-Dietel-Weg;12;Neue Heimat;Neue Heimat;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5842.php;POINT (14.28579 48.244966);Adolf-Dietel-Weg 1;4030;Linz;48 244 966;14 285 790;https://www.google.at/maps/place/48.244966,14.285790
Spielanlage;Kinderspielplatz Haidgattern;Haidgatternpark;12;Neue Heimat;Neue Heimat;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5839.php;POINT (14.286872 48.251756);;;;48 251 595;14 286 959;https://www.google.at/maps/place/48.251595,14.286959
Spielanlage;Kinder- und Jugendspielplatz Hainbuchenweg;Hainbuchenweg;12;Neue Heimat;Neue Heimat;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5833.php;POINT (14.28341 48.246569);;;;48 246 198;14 282 710;https://www.google.at/maps/place/48.246198,14.282710
Spielanlage;Kinder- und Jugendspielplatz - Kinderbad Auerpaint ;Kinderbad Auerpeint;12;Neue Heimat;Neue Heimat;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5836.php;POINT (14.285122 48.251771);;;;48 251 771;14 285 122;https://www.google.at/maps/place/48.251771,14.285122
Spielanlage;Kinder- und Jugendspielplatz Laskahof;Laskahof;12;Neue Heimat;Neue Heimat;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5830.php;POINT (14.286384 48.254458);;;;48 253 990;14 285 878;https://www.google.at/maps/place/48.253990,14.285878
Spielanlage;Kinder- und Jugendspielplatz WAG-Park;WAG-Park;10;Bindermichl-Keferfeld;Neue Heimat;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5827.php;POINT (14.288028 48.263258);Klimtweg 11;4020;Linz;48 263 254;14 288 627;https://www.google.at/maps/place/48.263254,14.288627
Spielanlage;Kinder- und Jugendspielplatz Erlebnisspielplatz solarCity;Erlebnisspielplatz Solar-City-Pichling;16;Pichling;Ebelsberg/Pichling ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5761.php;POINT (14.361694 48.260333);;;;48 260 766;14 362 010;https://www.google.at/maps/place/48.260766,14.362010
Spielanlage;Jugendspielanlage Ennsfeld;Schiltenbergstraße;15;Ebelsberg;Ebelsberg/Pichling ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5755.php;POINT (14.34223 48.244162);;;;48 244 162;14 342 230;https://www.google.at/maps/place/48.244162,14.342230
Spielanlage;Kinder- und Jugendspielplatz Knollgutstraße;Knollgutstraße;16;Pichling;Ebelsberg/Pichling ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5764.php;POINT (14.367809 48.252048);;;;48 252 048;14 367 809;https://www.google.at/maps/place/48.252048,14.367809
Spielanlage;Kinder- und Jugendspielplatz Ufer/Spielwiese;Traundorfer Straße;15;Ebelsberg;Ebelsberg/Pichling ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5628.php;POINT (14.347849 48.250516);;;;48 250 516;14 347 849;https://www.google.at/maps/place/48.250516,14.347849
Spielanlage;Jugendspielplatz Waldspielplatz Schiltenberg;Schiltenberg;15;Ebelsberg;Ebelsberg/Pichling ;Jugendspielplatz (12 - 18 Jahre);https://www.linz.at/soziales/5752.php;POINT (14.341598 48.242126);;;;48 242 236;14 341 891;https://www.google.at/maps/place/48.242236,14.341891
Spielanlage;Kinder- und Jugendspielplatz Pichling neben Feuerwehr;Pichling neben Feuerwehr;16;Pichling;Ebelsberg/Pichling ;Kinder- und Jugendspielplatz (6 - 18 Jahre);https://www.linz.at/soziales/5628.php;;;;;48 244 995;14 370 932;https://www.google.at/maps/place/48.244995,14.370932
Spielanlage;Kinderspielplatz Aboretum-Maximilianweg;Aboretum-Maximilianweg;9;Froschberg;Freinberg, Bauernberg und Froschberg;Kinderspielplatz (0 - 6 Jahre);https://www.linz.at/soziales/5878.php;POINT (14.267468 48.295532);;;;48 295 532;14 267 468;https://www.google.at/maps/place/48.295532,14.267468
